original,uniformat,equivalent
Chang-Jin Kim,Chang-Jin Kim,"['Chang-Jin Kim', 'Kim, Chang-Jin']"
Brian McCormick,Brian McCormick,['Brian McCormick']
Mariassunta Giannetti,Mariassunta Giannetti,"['Mariassunta Giannetti', 'Giannetti, Mariassunta']"
"Portney, Paul R",Paul R Portney,"['Portney, Paul R', 'Paul R. Portney', 'Portney, Paul R.']"
"Boyer, Pierre C.",Pierre C. Boyer,"['Boyer, Pierre C.', 'Pierre C. Boyer']"
"Heun Song, Seuck",Seuck Heun Song,"['Heun Song, Seuck', 'Song, Seuck Heun']"
"Senses, Mine Zeynep",Mine Zeynep Senses,"['Senses, Mine Zeynep', 'Mine Zeynep Senses']"
"Cybo-Ottone, Alberto",Alberto Cybo-Ottone,"['Cybo-Ottone, Alberto']"
"Coutant, Sophie",Sophie Coutant,"['Coutant, Sophie']"
"Woodward, R. S.",R. S. Woodward,"['Woodward, R. S.']"
Norman P. Obst,Norman P. Obst,"['Norman P. Obst', 'Obst, Norman P']"
"Spirtes, Peter",Peter Spirtes,"['Spirtes, Peter']"
"Oppenheimer, Peter M",Peter M Oppenheimer,"['Oppenheimer, Peter M', 'Oppenheimer, Peter M.']"
Saul B. Klaman,Saul B. Klaman,['Saul B. Klaman']
"Batchelor, R. A.",R. A. Batchelor,"['Batchelor, R. A.', 'R. A. Batchelor']"
"Tassel, Eric Van",Eric Van Tassel,"['Tassel, Eric Van', 'Van Tassel, Eric']"
"DasGupta, S.",S. DasGupta,"['DasGupta, S.']"
Warren C. Robinson,Warren C. Robinson,"['Warren C. Robinson', 'Robinson, Warren C']"
"Rajkovic, Tijana",Tijana Rajkovic,"['Rajkovic, Tijana']"
"Hedvall, Kaj",Kaj Hedvall,"['Hedvall, Kaj']"
"Tsionas, Efthymios",Efthymios Tsionas,"['Tsionas, Efthymios']"
Ernesto Reuben,Ernesto Reuben,"['Ernesto Reuben', 'Reuben, Ernesto']"
"Ruffino, Doriana",Doriana Ruffino,"['Ruffino, Doriana', 'Doriana Ruffino']"
"Bouet, Antoine",Antoine Bouet,"['Bouet, Antoine']"
"Henderson, James W.",James W. Henderson,"['Henderson, James W.', 'Henderson, James M.', 'James M. Henderson']"
"van der Burg, Hattem",Hattem van der Burg,"['van der Burg, Hattem']"
"Frech, H E, III",H E Frech,"['Frech, H E, III']"
"Welling, Linda",Linda Welling,"['Welling, Linda']"
"Andriosopoulos, Kostas",Kostas Andriosopoulos,"['Andriosopoulos, Kostas']"
Michael M. Knetter,Michael M. Knetter,"['Michael M. Knetter', 'Knetter, Michael M', 'Knetter, Michael M.']"
Jane Kennedy,Jane Kennedy,['Jane Kennedy']
Michael J. Rebello,Michael J. Rebello,"['Michael J. Rebello', 'Rebello, Michael J.', 'Rebello, Michael J']"
Carmen Tanner,Carmen Tanner,['Carmen Tanner']
"Howard, J. V.",J. V. Howard,"['Howard, J. V.']"
Haim Ben?Shahar,Haim Ben?Shahar,['Haim Ben?Shahar']
"Goldberg, Lawrence",Lawrence Goldberg,"['Goldberg, Lawrence']"
Manfred Tietzel,Manfred Tietzel,['Manfred Tietzel']
D. J. Smyth,D. J. Smyth,['D. J. Smyth']
"Singh, Prakarsh",Prakarsh Singh,"['Singh, Prakarsh']"
"de Guimarães e Souza, Gustavo José",Gustavo José de Guimarães e Souza,"['de Guimarães e Souza, Gustavo José']"
Jeffrey A. Livingston,Jeffrey A. Livingston,['Jeffrey A. Livingston']
"Vinaimont, Tom",Tom Vinaimont,"['Vinaimont, Tom']"
"Cubadda, Gianluca",Gianluca Cubadda,"['Cubadda, Gianluca']"
"Pelagatti, Matteo",Matteo Pelagatti,"['Pelagatti, Matteo']"
"Letiche, John M",John M Letiche,"['Letiche, John M']"
"Murnane, Richard J.",Richard J. Murnane,"['Murnane, Richard J.', 'Murnane, Richard J', 'Richard J. Murnane']"
"Jiang, Janet Hua",Janet Hua Jiang,"['Jiang, Janet Hua']"
"Decker, Colin",Colin Decker,"['Decker, Colin']"
"Zhou, Yexin",Yexin Zhou,"['Zhou, Yexin']"
"Gao, Jian",Jian Gao,"['Gao, Jian']"
Glazer Jacob,Glazer Jacob,['Glazer Jacob']
"Smith, Stanley D.",Stanley D. Smith,"['Smith, Stanley D.']"
"Abel, Andrew B.",Andrew B. Abel,"['Abel, Andrew B.', 'Andrew B. Abel', 'Abel, Andrew B']"
"Lawrence, Edward C.",Edward C. Lawrence,"['Lawrence, Edward C.', 'Lawrence, Edward C']"
"Ravi Kumar, K.",K. Ravi Kumar,"['Ravi Kumar, K.']"
"McGuirk, Anya",Anya McGuirk,"['McGuirk, Anya']"
"Tzioumis, Konstantinos",Konstantinos Tzioumis,"['Tzioumis, Konstantinos']"
Linda L. Tesar,Linda L. Tesar,"['Linda L. Tesar', 'Tesar, Linda L.', 'Tesar, Linda L']"
Cheryl Grim,Cheryl Grim,['Cheryl Grim']
Edward N. Wolff,Edward N. Wolff,"['Edward N. Wolff', 'Wolff, Edward N.']"
"Feinman, Joshua",Joshua Feinman,"['Feinman, Joshua']"
Naci Mocan,Naci Mocan,['Naci Mocan']
"Chen, Yi-Chun",Yi-Chun Chen,"['Chen, Yi-Chun', 'Yi-Chun Chen', 'Yi?Chun Chen']"
"Sørensen, Peter Birch",Peter Birch Sørensen,"['Sørensen, Peter Birch', 'Peter Birch Sørensen']"
Joan Costa-Font,Joan Costa-Font,['Joan Costa-Font']
Judith Hellerstein,Judith Hellerstein,"['Judith Hellerstein', 'Hellerstein, Judith K']"
Mark Abrahamson,Mark Abrahamson,['Mark Abrahamson']
John E. Kwoka,John E. Kwoka,"['John E. Kwoka', 'Kwoka, John E, Jr']"
"Gao, Bin",Bin Gao,"['Gao, Bin']"
Robert W. Boatler,Robert W. Boatler,"['Robert W. Boatler', 'Boatler, Robert W']"
Marco A. Haan,Marco A. Haan,"['Marco A. Haan', 'Haan, Marco A.']"
"Hughes Hallett, A.",A. Hughes Hallett,"['Hughes Hallett, A.']"
"Chen, Brian K.",Brian K. Chen,"['Chen, Brian K.']"
Joshua D. Rauh,Joshua D. Rauh,"['Joshua D. Rauh', 'Rauh, Joshua D.']"
N. D. Kondratieff,N. D. Kondratieff,['N. D. Kondratieff']
Phillip C. Stocken,Phillip C. Stocken,['Phillip C. Stocken']
"Brown, Ward",Ward Brown,"['Brown, Ward']"
Mark E. Schweitzer,Mark E. Schweitzer,"['Mark E. Schweitzer', 'MarkE. Schweitzer']"
"Leach, J Chris",J Chris Leach,"['Leach, J Chris']"
Frank Lichtenberg,Frank Lichtenberg,"['Frank Lichtenberg', 'Lichtenberg, Frank']"
"Kourtis, Apostolos",Apostolos Kourtis,"['Kourtis, Apostolos']"
"Fratzscher, Marcel",Marcel Fratzscher,"['Fratzscher, Marcel', 'Marcel Fratzscher']"
"Langohr, Herwig M.",Herwig M. Langohr,"['Langohr, Herwig M.']"
J. V. Van Sickle,J. V. Van Sickle,['J. V. Van Sickle']
"Hennessy, Christopher",Christopher Hennessy,"['Hennessy, Christopher']"
"Derigs, Ulrich",Ulrich Derigs,"['Derigs, Ulrich']"
"Mosler, Karl",Karl Mosler,"['Mosler, Karl']"
"Mahajan, Arvind",Arvind Mahajan,"['Mahajan, Arvind']"
John H. Nachbar,John H. Nachbar,['John H. Nachbar']
"Cazals, Catherine",Catherine Cazals,"['Cazals, Catherine']"
"Kim, Sunghyun Henry",Sunghyun Henry Kim,"['Kim, Sunghyun Henry']"
"Tao, Zhigang",Zhigang Tao,"['Tao, Zhigang', 'Zhigang Tao']"
"Seo, Byeongseon",Byeongseon Seo,"['Seo, Byeongseon']"
Conlon John R.,Conlon John R.,['Conlon John R.']
"Ohanian, Lee E.",Lee E. Ohanian,"['Ohanian, Lee E.', 'Ohanian, Lee E', 'Lee E. Ohanian']"
"Tergiman, Chloe",Chloe Tergiman,"['Tergiman, Chloe']"
"Currie, Russell R.",Russell R. Currie,"['Currie, Russell R.']"
"Tavares, Jose",Jose Tavares,"['Tavares, Jose', 'Tavares, José', 'José Tavares']"
"Buera, Francisco",Francisco Buera,"['Buera, Francisco']"
"Ansah, Evelyn K.",Evelyn K. Ansah,"['Ansah, Evelyn K.']"
"Mesters, G.",G. Mesters,"['Mesters, G.', 'G. Mesters']"
"Baffes, John",John Baffes,"['Baffes, John']"
Chu-Ping C. Vijverberg,Chu-Ping C. Vijverberg,"['Chu-Ping C. Vijverberg', 'Vijverberg, Chu-Ping C']"
"Murooka, Takeshi",Takeshi Murooka,"['Murooka, Takeshi', 'Takeshi Murooka']"
Susanne Kremhelmer,Susanne Kremhelmer,['Susanne Kremhelmer']
"Barone-Adesi, G.",G. Barone-Adesi,"['Barone-Adesi, G.']"
"Allingham, Michael",Michael Allingham,"['Allingham, Michael']"
"Buettner, Thiess",Thiess Buettner,"['Buettner, Thiess']"
Charles J. Thomas,Charles J. Thomas,"['Charles J. Thomas', 'Thomas, Charles P.', 'Charles P. Thomas']"
M. P. Fogarty,M. P. Fogarty,['M. P. Fogarty']
Donald S. Thompson,Donald S. Thompson,['Donald S. Thompson']
Tatiana Kornienko,Tatiana Kornienko,['Tatiana Kornienko']
"Anand, Abhinav",Abhinav Anand,"['Anand, Abhinav']"
David G. Barr,David G. Barr,['David G. Barr']
"Schanz, Jochen",Jochen Schanz,"['Schanz, Jochen']"
Vincenzo Quadrini,Vincenzo Quadrini,"['Vincenzo Quadrini', 'Quadrini, Vincenzo']"
Lubomir Litov,Lubomir Litov,"['Lubomir Litov', 'Litov, Lubomir']"
"Fraenkel, Mordechai",Mordechai Fraenkel,"['Fraenkel, Mordechai']"
John Mcmillan,John Mcmillan,['John Mcmillan']
"Schepens, Glenn",Glenn Schepens,"['Schepens, Glenn']"
"Marini, Marco",Marco Marini,"['Marini, Marco']"
George T. Conklin Jr,George T. Conklin Jr,['George T. Conklin Jr']
"O'Brien, William J.",William J. O'Brien,"[""O'Brien, William J.""]"
"Pollock, Richard L",Richard L Pollock,"['Pollock, Richard L']"
Anne Morrison Piehl,Anne Morrison Piehl,['Anne Morrison Piehl']
"Biscourp, Pierre",Pierre Biscourp,"['Biscourp, Pierre', 'Pierre Biscourp']"
"Stambaugh, Robert F.",Robert F. Stambaugh,"['Stambaugh, Robert F.', 'Robert F. Stambaugh', 'Stambaugh, Robert F']"
Shobhini Mukerji,Shobhini Mukerji,['Shobhini Mukerji']
John Roemer,John Roemer,"['John Roemer', 'Roemer, John']"
Morten Sorensen,Morten Sorensen,"['Morten Sorensen', 'Sorensen, Morten']"
Flora (Hailan) Zhou,Flora (Hailan) Zhou,['Flora (Hailan) Zhou']
"de Aghion, Beatriz Armendariz",Beatriz Armendariz de Aghion,"['de Aghion, Beatriz Armendariz', 'De Aghion, Beatriz Armendariz', 'Armendariz de Aghion, Beatriz']"
"Lee, Dwight R",Dwight R Lee,"['Lee, Dwight R', 'Dwight R. Lee']"
Donald N. McCloskey,Donald N. McCloskey,"['Donald N. McCloskey', 'McCloskey, Donald N']"
"McNally, Sandra",Sandra McNally,"['McNally, Sandra', 'Sandra McNally']"
"Cooley, Thomas",Thomas Cooley,"['Cooley, Thomas', 'Thomas Cooley']"
"Müller, Christoph",Christoph Müller,"['Müller, Christoph']"
Marcelo Olarreaga,Marcelo Olarreaga,"['Marcelo Olarreaga', 'Olarreaga, Marcelo']"
"Brent, Neiman",Neiman Brent,"['Brent, Neiman']"
Natalia Kolesnikova,Natalia Kolesnikova,['Natalia Kolesnikova']
"Montrucchio, L.",L. Montrucchio,"['Montrucchio, L.']"
Sebastian Müller,Sebastian Müller,"['Sebastian Müller', 'Müller, Sebastian']"
"Christensen, L. R.",L. R. Christensen,"['Christensen, L. R.']"
Lakshmi Krishnan,Lakshmi Krishnan,['Lakshmi Krishnan']
"de la Briere, Benedicte",Benedicte de la Briere,"['de la Briere, Benedicte']"
"Jackson, Betty R.",Betty R. Jackson,"['Jackson, Betty R.']"
"Bindseil, Ulrich",Ulrich Bindseil,"['Bindseil, Ulrich']"
"Hu, Maggie (Rong)",Maggie (Rong) Hu,"['Hu, Maggie (Rong)']"
"Crafts, N F R",N F R Crafts,"['Crafts, N F R']"
"Yatsenko, Yuri",Yuri Yatsenko,"['Yatsenko, Yuri']"
"Friedman, David D",David D Friedman,"['Friedman, David D', 'David D. Friedman']"
"Harvey, Charles M.",Charles M. Harvey,"['Harvey, Charles M.']"
Karen Blumenschein,Karen Blumenschein,['Karen Blumenschein']
"Crumpler, Heidi",Heidi Crumpler,"['Crumpler, Heidi']"
"Arthi, Vellore",Vellore Arthi,"['Arthi, Vellore']"
"Light, Audrey Light",Audrey Light Light,"['Light, Audrey Light']"
"Guttentag, Jack M",Jack M Guttentag,"['Guttentag, Jack M', 'Jack M. Guttentag']"
Anne Lacroix,Anne Lacroix,['Anne Lacroix']
"Wong, Kar-yiu",Kar-yiu Wong,"['Wong, Kar-yiu', 'Wong, Kar-Yiu']"
Edgar M. Hoover,Edgar M. Hoover,['Edgar M. Hoover']
John A. Rizzo,John A. Rizzo,"['John A. Rizzo', 'Rizzo, John A', 'Rizzo, John A.']"
Roope Uusitalo,Roope Uusitalo,"['Roope Uusitalo', 'Uusitalo, Roope']"
"Black, Fischer",Fischer Black,"['Black, Fischer']"
"Pafka, Szilard",Szilard Pafka,"['Pafka, Szilard']"
"Peacock, Alan T.",Alan T. Peacock,"['Peacock, Alan T.', 'Peacock, Alan T', 'Alan T. Peacock']"
Antonio Ladrón-de-Guevara,Antonio Ladrón-de-Guevara,['Antonio Ladrón-de-Guevara']
"Homm, Ulrich",Ulrich Homm,"['Homm, Ulrich']"
"Erlanson, Albin",Albin Erlanson,"['Erlanson, Albin']"
"Carr, Peter",Peter Carr,"['Carr, Peter', 'Peter Carr']"
"Efthyvoulou, Georgios",Georgios Efthyvoulou,"['Efthyvoulou, Georgios']"
"D’Amico, Stefania",Stefania D’Amico,"['D’Amico, Stefania', 'Stefania D’Amico']"
"Palme, Marten",Marten Palme,"['Palme, Marten', 'Mårten Palme', 'Marten Palme', 'Palme, Mårten']"
Robert Akerlof,Robert Akerlof,['Robert Akerlof']
"Strausz, Roland",Roland Strausz,"['Strausz, Roland', 'Roland Strausz']"
"Jaskold Gabszewick, Jean",Jean Jaskold Gabszewick,"['Jaskold Gabszewick, Jean']"
"Spange, Morten",Morten Spange,"['Spange, Morten']"
J. Steven Landefeld,J. Steven Landefeld,['J. Steven Landefeld']
"Ronchetti, Elvezio",Elvezio Ronchetti,"['Ronchetti, Elvezio']"
Nakil Sung,Nakil Sung,['Nakil Sung']
"Mans, Darius H.",Darius H. Mans,"['Mans, Darius H.']"
"Jovanic, Boyan",Boyan Jovanic,"['Jovanic, Boyan']"
Albert L. Danielsen,Albert L. Danielsen,['Albert L. Danielsen']
"Gurgand, Marc",Marc Gurgand,"['Gurgand, Marc', 'Marc Gurgand']"
Eduardo Zambrano,Eduardo Zambrano,['Eduardo Zambrano']
Shyamal Chowdhury,Shyamal Chowdhury,"['Shyamal Chowdhury', 'Chowdhury, Shyamal']"
Paul Lengermann,Paul Lengermann,['Paul Lengermann']
"Ugolini, Andrea",Andrea Ugolini,"['Ugolini, Andrea']"
Marko Grobelnik,Marko Grobelnik,['Marko Grobelnik']
Randi Hjalmarsson,Randi Hjalmarsson,"['Randi Hjalmarsson', 'Hjalmarsson, Randi']"
"Shimer, Robert",Robert Shimer,"['Shimer, Robert', 'Robert Shimer']"
"Polachek, Solomon",Solomon Polachek,"['Polachek, Solomon']"
"Ye, Liyu",Liyu Ye,"['Ye, Liyu']"
"K. Zaima, Janis",Janis K. Zaima,"['K. Zaima, Janis', 'Zaima, Janis K']"
John R. Conlon,John R. Conlon,"['John R. Conlon', 'Conlon, John R.']"
"Naes, Randi",Randi Naes,"['Naes, Randi']"
Erich Battistin,Erich Battistin,"['Erich Battistin', 'Battistin, Erich']"
"Kheifets, Igor",Igor Kheifets,"['Kheifets, Igor']"
"Ketelaar, Felix",Felix Ketelaar,"['Ketelaar, Felix']"
"Guell, Maia",Maia Guell,"['Guell, Maia']"
"Sack, Brian",Brian Sack,"['Sack, Brian', 'Brian Sack']"
"Alix-Garcia, Jennifer",Jennifer Alix-Garcia,"['Alix-Garcia, Jennifer', 'Jennifer Alix-Garcia']"
E. W. Morehouse,E. W. Morehouse,['E. W. Morehouse']
Mathias Hoffmann,Mathias Hoffmann,"['Mathias Hoffmann', 'Hoffman, Mathias', 'Hoffmann, Mathias']"
"Lopez, Ramon",Ramon Lopez,"['Lopez, Ramon']"
"Hussein, Khaled A.",Khaled A. Hussein,"['Hussein, Khaled A.']"
George E. Hassett Jr.,George E. Hassett Jr.,"['George E. Hassett Jr.', 'George E. Hassett Jr']"
"Sarnat, Marshall",Marshall Sarnat,"['Sarnat, Marshall', 'Marshall Sarnat']"
H. B. Summers,H. B. Summers,['H. B. Summers']
W. Bruce Chew,W. Bruce Chew,['W. Bruce Chew']
Giorgio Barba Navaretti,Giorgio Barba Navaretti,['Giorgio Barba Navaretti']
"Introduction, E.",E. Introduction,"['Introduction, E.']"
"Schlusche, Bernd",Bernd Schlusche,"['Schlusche, Bernd']"
Henry McMillan,Henry McMillan,['Henry McMillan']
N. F. Laing,N. F. Laing,['N. F. Laing']
"Shapiro, Joel",Joel Shapiro,"['Shapiro, Joel', 'Joel Shapiro']"
"Hobijn, B.",B. Hobijn,"['Hobijn, B.']"
"Delis, Manthos D.",Manthos D. Delis,"['Delis, Manthos D.']"
John Wakeman-Linn,John Wakeman-Linn,['John Wakeman-Linn']
"Bazzoni, Stefania",Stefania Bazzoni,"['Bazzoni, Stefania']"
"Deyak, Timothy A",Timothy A Deyak,"['Deyak, Timothy A']"
G. L. Bach,G. L. Bach,['G. L. Bach']
"Hennessy, David A.",David A. Hennessy,"['Hennessy, David A.']"
Jeff Butler,Jeff Butler,['Jeff Butler']
"Cavallo, Eduardo A.",Eduardo A. Cavallo,"['Cavallo, Eduardo A.']"
"A. Cole, Rebel",Rebel A. Cole,"['A. Cole, Rebel', 'Cole, Rebel A.', 'Rebel A. Cole']"
"Brief, Richard P",Richard P Brief,"['Brief, Richard P', 'Brief, Richard R']"
Arpit Gupta,Arpit Gupta,['Arpit Gupta']
"Schultz, Emma",Emma Schultz,"['Schultz, Emma']"
F. Bourguignon,F. Bourguignon,"['F. Bourguignon', 'Bourguignon, F.']"
"Saurman, David S",David S Saurman,"['Saurman, David S']"
"Kramer, Walter",Walter Kramer,"['Kramer, Walter', 'Kramer, Walter, et al']"
Frank Haigh Dixon,Frank Haigh Dixon,['Frank Haigh Dixon']
"Reed, Alexander",Alexander Reed,"['Reed, Alexander']"
Evi Pappa,Evi Pappa,"['Evi Pappa', 'Pappa, Evi']"
"Henderson, Daniel J.",Daniel J. Henderson,"['Henderson, Daniel J.', 'Daniel J. Henderson']"
"Neudecker, Heinz",Heinz Neudecker,"['Neudecker, Heinz']"
"Siegman, Charles J",Charles J Siegman,"['Siegman, Charles J']"
"Friedberg, Rachel M",Rachel M Friedberg,"['Friedberg, Rachel M', 'Rachel M. Friedberg']"
Alessandra Bonfiglioli,Alessandra Bonfiglioli,"['Alessandra Bonfiglioli', 'Bonfiglioli, Alessandra']"
Joseph Henrich,Joseph Henrich,['Joseph Henrich']
"Surekha, K.",K. Surekha,"['Surekha, K.']"
Jann Spiess,Jann Spiess,['Jann Spiess']
"Arslan, Ismail",Ismail Arslan,"['Arslan, Ismail']"
Anca M. Cotet,Anca M. Cotet,['Anca M. Cotet']
Harry D. Gideonse,Harry D. Gideonse,['Harry D. Gideonse']
"Lel, Ugur",Ugur Lel,"['Lel, Ugur', 'Ugur Lel']"
"Lund, Susan",Susan Lund,"['Lund, Susan']"
"Huang, Tsung-Yu",Tsung-Yu Huang,"['Huang, Tsung-Yu']"
David Gordon Tyndall,David Gordon Tyndall,['David Gordon Tyndall']
"Lambert, P J",P J Lambert,"['Lambert, P J']"
"Piger, Jeremy",Jeremy Piger,"['Piger, Jeremy', 'Jeremy Piger']"
"Bikhchandani, Sushil",Sushil Bikhchandani,"['Bikhchandani, Sushil', 'Sushil Bikhchandani']"
"Park, Sangkyun",Sangkyun Park,"['Park, Sangkyun']"
"Rippe, Richard D",Richard D Rippe,"['Rippe, Richard D']"
"Chau, L C",L C Chau,"['Chau, L C']"
"Vittucci Marzetti, Giuseppe",Giuseppe Vittucci Marzetti,"['Vittucci Marzetti, Giuseppe']"
"Blumrosen, Liad",Liad Blumrosen,"['Blumrosen, Liad']"
"McCloskey, Donald",Donald McCloskey,"['McCloskey, Donald']"
"Celiker, Umut",Umut Celiker,"['Celiker, Umut']"
"Henderson, Charles R, Jr",Charles R Henderson,"['Henderson, Charles R, Jr']"
"Gillen, Ben",Ben Gillen,"['Gillen, Ben']"
"Chen, Jun",Jun Chen,"['Chen, Jun']"
"Hanson, Michael S.",Michael S. Hanson,"['Hanson, Michael S.']"
"Sener, Fuat",Fuat Sener,"['Sener, Fuat']"
"Fong, Christina M.",Christina M. Fong,"['Fong, Christina M.', 'M. Fong, Christina', 'Christina M. Fong']"
"Penrod, John R.",John R. Penrod,"['Penrod, John R.']"
"Charemza, Wojciech W",Wojciech W Charemza,"['Charemza, Wojciech W', 'Charemza, Wojciech W.']"
"Park, Won-Am",Won-Am Park,"['Park, Won-Am']"
"Watts, Harold",Harold Watts,"['Watts, Harold']"
"Shorey, John",John Shorey,"['Shorey, John']"
Grant Hillier,Grant Hillier,['Grant Hillier']
Ian W. H. Parry,Ian W. H. Parry,"['Ian W. H. Parry', 'Ian W.H. Parry', 'Parry, Ian W. H.']"
Dean Spears,Dean Spears,['Dean Spears']
"Vlaev, Ivo",Ivo Vlaev,"['Vlaev, Ivo']"
"(Frank) Li, Zhichuan",Zhichuan (Frank) Li,"['(Frank) Li, Zhichuan']"
"Sanghi, Apurva",Apurva Sanghi,"['Sanghi, Apurva']"
Amelie F. Constant,Amelie F. Constant,['Amelie F. Constant']
"Mourifié, Ismael",Ismael Mourifié,"['Mourifié, Ismael', 'Ismael Mourifié']"
"Cafferata, Gail Lee",Gail Lee Cafferata,"['Cafferata, Gail Lee']"
Gordon Hanka,Gordon Hanka,"['Gordon Hanka', 'Hanka, Gordon']"
"Squire, Lyn",Lyn Squire,"['Squire, Lyn', 'Lyn Squire']"
"Norton, Roger",Roger Norton,"['Norton, Roger']"
David C. Grabowski,David C. Grabowski,['David C. Grabowski']
"Levy, Nadav",Nadav Levy,"['Levy, Nadav']"
"Mishra, Prachi",Prachi Mishra,"['Mishra, Prachi', 'Prachi Mishra']"
Rocio Ribero,Rocio Ribero,['Rocio Ribero']
Federica Teppa,Federica Teppa,"['Federica Teppa', 'Teppa, Federica']"
"Tzannatos, Zafiris",Zafiris Tzannatos,"['Tzannatos, Zafiris']"
"Veeraraghavan, Madhu",Madhu Veeraraghavan,"['Veeraraghavan, Madhu']"
"Maurer, Raimond H.",Raimond H. Maurer,"['Maurer, Raimond H.']"
"Denny Ellerman, A.",A. Denny Ellerman,"['Denny Ellerman, A.', 'A. Denny Ellerman']"
Luigi Paciello,Luigi Paciello,"['Luigi Paciello', 'Paciello, Luigi']"
"Poon, Percy",Percy Poon,"['Poon, Percy']"
"Yoon, Pyung Sig",Pyung Sig Yoon,"['Yoon, Pyung Sig']"
Jun Uno,Jun Uno,"['Jun Uno', 'Uno, Jun']"
"Esteban-Pretel, Julen",Julen Esteban-Pretel,"['Esteban-Pretel, Julen']"
Hans P. Binswanger,Hans P. Binswanger,"['Hans P. Binswanger', 'Binswanger, Hans P.', 'Binswanger, Hans P']"
"Marks, Melanie",Melanie Marks,"['Marks, Melanie']"
Roman A. Zarate,Roman A. Zarate,['Roman A. Zarate']
Mary J. Lopez,Mary J. Lopez,['Mary J. Lopez']
Sophie Osotimehin,Sophie Osotimehin,['Sophie Osotimehin']
"Shemyakina, Olga N.",Olga N. Shemyakina,"['Shemyakina, Olga N.']"
Enrique Lerdau,Enrique Lerdau,['Enrique Lerdau']
"Kose, M. Ayhan",M. Ayhan Kose,"['Kose, M. Ayhan', 'Ayhan Kose, M.', 'M. Ayhan Kose']"
"Mainwaring, L.",L. Mainwaring,"['Mainwaring, L.']"
Nan Li,Nan Li,"['Nan Li', 'Li, Nan']"
"Ballard, Charles L",Charles L Ballard,"['Ballard, Charles L', 'Charles L. Ballard', 'Ballard, Charles L.']"
Ramesh P. Rao,Ramesh P. Rao,"['Ramesh P. Rao', 'Rao, Ramesh P', 'Rao, Ramesh P.']"
C. A. Curtis,C. A. Curtis,['C. A. Curtis']
"Ingram, Beth Fisher",Beth Fisher Ingram,"['Ingram, Beth Fisher']"
"Jain, Bharat A",Bharat A Jain,"['Jain, Bharat A', 'Jain, Bharat A.']"
"Katrak, Homi",Homi Katrak,"['Katrak, Homi']"
Huseyin Yildirim,Huseyin Yildirim,"['Huseyin Yildirim', 'Yildirim, Huseyin']"
Rajkamal Iyer,Rajkamal Iyer,"['Rajkamal Iyer', 'Iyer, Rajkamal']"
"Ekanem, Nkanta F",Nkanta F Ekanem,"['Ekanem, Nkanta F']"
"Cousin, Jean-Gabriel",Jean-Gabriel Cousin,"['Cousin, Jean-Gabriel']"
Ron Zimmer,Ron Zimmer,['Ron Zimmer']
R. G. Hawtrey,R. G. Hawtrey,['R. G. Hawtrey']
"Dong, Mei",Mei Dong,"['Dong, Mei']"
"Wall, Larry D",Larry D Wall,"['Wall, Larry D', 'Wall, Larry D.']"
"Montez, João",João Montez,"['Montez, João']"
"Loranger, Jean-Guy",Jean-Guy Loranger,"['Loranger, Jean-Guy']"
Mark Perlman,Mark Perlman,"['Mark Perlman', 'Perlman, Mark']"
Edoardo Teso,Edoardo Teso,['Edoardo Teso']
"Pedro Ruas, João",João Pedro Ruas,"['Pedro Ruas, João', 'Ruas, João Pedro']"
"Chen, Yiling",Yiling Chen,"['Chen, Yiling']"
Finis Welch,Finis Welch,"['Finis Welch', 'Welch, Finis']"
"Sick, Gordon",Gordon Sick,"['Sick, Gordon']"
G. David Haushalter,G. David Haushalter,['G. David Haushalter']
"Nikolaou, Kleopatra",Kleopatra Nikolaou,"['Nikolaou, Kleopatra']"
Gil S. Bae,Gil S. Bae,['Gil S. Bae']
Robert Vigfusson,Robert Vigfusson,"['Robert Vigfusson', 'Vigfusson, Robert']"
"Muysken, Joan",Joan Muysken,"['Muysken, Joan']"
"Toda, Manabu",Manabu Toda,"['Toda, Manabu']"
"Couch, Kenneth A",Kenneth A Couch,"['Couch, Kenneth A', 'Kenneth A. Couch']"
Johanna Rickne,Johanna Rickne,['Johanna Rickne']
"Uysal, Pinar",Pinar Uysal,"['Uysal, Pinar', 'Pinar Uysal']"
"De Castro, Luciano",Luciano De Castro,"['De Castro, Luciano']"
Albrecht Ritschl,Albrecht Ritschl,"['Albrecht Ritschl', 'Ritschl, Albrecht']"
"Ahn, Seoungpil",Seoungpil Ahn,"['Ahn, Seoungpil']"
Bertrand Gruss,Bertrand Gruss,['Bertrand Gruss']
"Yamato, Takehiko",Takehiko Yamato,"['Yamato, Takehiko']"
Todd Messer,Todd Messer,['Todd Messer']
"Noguera, Guillermo",Guillermo Noguera,"['Noguera, Guillermo', 'Guillermo Noguera']"
"Grundy, Bruce",Bruce Grundy,"['Grundy, Bruce']"
"Walker, Sarah",Sarah Walker,"['Walker, Sarah']"
"Gandal, Neil",Neil Gandal,"['Gandal, Neil']"
JosÃ© VarejÃ£o,JosÃ© VarejÃ£o,['JosÃ© VarejÃ£o']
"Pirttila, Jukka",Jukka Pirttila,"['Pirttila, Jukka']"
"Koehn, Michael F.",Michael F. Koehn,"['Koehn, Michael F.']"
"Bertocco, Giancarlo",Giancarlo Bertocco,"['Bertocco, Giancarlo']"
