original,uniformat,equivalent
Richard M. Chamberlain,Richard M. Chamberlain,['Richard M. Chamberlain']
Richard M. Cyert,Richard M. Cyert,"['Richard M. Cyert', 'Cyert, Richard M', 'Cyert, Richard M.']"
Richard M. Duvall,Richard M. Duvall,['Richard M. Duvall']
"Peck, Richard M.",Richard M. Peck,"['Peck, Richard M.', 'Peck, Richard M']"
"Todd, Richard M.",Richard M. Todd,"['Todd, Richard M.']"
"Manning, Richard",Richard Manning,"['Manning, Richard']"
"Marston, Richard",Richard Marston,"['Marston, Richard']"
Richard McEnally,Richard McEnally,['Richard McEnally']
"McHugh, Richard",Richard McHugh,"['McHugh, Richard']"
Richard McLean,Richard McLean,"['Richard McLean', 'McLean, Richard']"
"Meese, Richard",Richard Meese,"['Meese, Richard']"
Richard Miller Bird,Richard Miller Bird,['Richard Miller Bird']
"Clarke, Richard N",Richard N Clarke,"['Clarke, Richard N']"
Richard N. Block,Richard N. Block,['Richard N. Block']
"Boisvert, Richard N.",Richard N. Boisvert,"['Boisvert, Richard N.']"
"Cooper, Richard N.",Richard N. Cooper,"['Cooper, Richard N.', 'Cooper, Richard N', 'Richard N. Cooper']"
Richard N. Owens,Richard N. Owens,['Richard N. Owens']
Richard N. Re,Richard N. Re,['Richard N. Re']
Richard N. Rosett,Richard N. Rosett,"['Richard N. Rosett', 'Rosett, Richard N']"
"Nahuis, Richard",Richard Nahuis,"['Nahuis, Richard']"
"Nehring, Richard",Richard Nehring,"['Nehring, Richard']"
"Nock, Richard",Richard Nock,"['Nock, Richard']"
"Michaud, Richard O",Richard O  Michaud,"['Michaud, Richard O']"
"Beil, Richard O",Richard O Beil,"['Beil, Richard O', 'Richard O. Beil']"
"Brief, Richard P",Richard P  Brief,"['Brief, Richard P', 'Brief, Richard P']"
"Castanias, Richard P",Richard P  Castanias,"['Castanias, Richard P', 'Castanias, Richard', 'Castanias, Richard P, II']"
"Nathan, Richard P",Richard P Nathan,"['Nathan, Richard P']"
"Saba, Richard P",Richard P Saba,"['Saba, Richard P']"
"Bagozzi, Richard P.",Richard P. Bagozzi,"['Bagozzi, Richard P.']"
"McLean, Richard P.",Richard P. McLean,"['McLean, Richard P.', 'McLean, Richard P']"
"Paap, Richard",Richard Paap,"['Paap, Richard']"
"Paapaa, Richard",Richard Paapaa,"['Paapaa, Richard']"
Richard Palmer-Jones,Richard Palmer-Jones,['Richard Palmer-Jones']
"Payne, Richard",Richard Payne,"['Payne, Richard', 'Richard Payne']"
Richard Perlman,Richard Perlman,"['Richard Perlman', 'Perlman, Richard']"
"Perrin, Richard",Richard Perrin,"['Perrin, Richard']"
"Peterson, Richard",Richard Peterson,"['Peterson, Richard']"
"Pomfret, Richard",Richard Pomfret,"['Pomfret, Richard']"
"Portes, Richard",Richard Portes,"['Portes, Richard', 'Portes, Richard, et al', 'Richard Portes']"
"Price, Richard",Richard Price,"['Price, Richard']"
"Priestley, Richard",Richard Priestley,"['Priestley, Richard', 'Richard Priestley']"
"Brief, Richard R",Richard R Brief,"['Brief, Richard R', 'Brief, Richard P']"
"Jesse, Richard R, Jr",Richard R Jesse,"['Jesse, Richard R, Jr']"
"Simonds, Richard R",Richard R Simonds,"['Simonds, Richard R']"
"Spies, Richard R",Richard R Spies,"['Spies, Richard R']"
"Cornwall, Richard R.",Richard R. Cornwall,"['Cornwall, Richard R.']"
"Mendenhall, Richard R.",Richard R. Mendenhall,"['Mendenhall, Richard R.']"
Richard R. Nelson,Richard R. Nelson,"['Richard R. Nelson', 'Nelson, Richard R', 'Nelson, Richard R.', 'Nelson, Richard W.']"
"Townsend, Richard R.",Richard R. Townsend,"['Townsend, Richard R.', 'Richard R. Townsend']"
Richard R. W. Brooks,Richard R. W. Brooks,['Richard R. W. Brooks']
"West, Richard R.",Richard R. West,"['West, Richard R.', 'West, Richard R']"
Richard Reimer,Richard Reimer,['Richard Reimer']
"Rockwell, Richard",Richard Rockwell,"['Rockwell, Richard']"
Richard Roe,Richard Roe,['Richard Roe']
Richard Rogerson,Richard Rogerson,"['Richard Rogerson', 'Rogerson, Richard']"
Richard Romano,Richard Romano,"['Richard Romano', 'Romano, Richard']"
"Rosen, Richard",Richard Rosen,"['Rosen, Richard']"
"Rosenberg, Richard",Richard Rosenberg,"['Rosenberg, Richard']"
"Ruback, Richard",Richard Ruback,"['Ruback, Richard', 'Ruback, Richard']"
"Ruggles, Richard",Richard Ruggles,"['Ruggles, Richard', 'Richard Ruggles']"
Richard Ruppert,Richard Ruppert,['Richard Ruppert']
"Bower, Richard S",Richard S  Bower,"['Bower, Richard S', 'Bower, Richard S']"
"Dowell, Richard S",Richard S Dowell,"['Dowell, Richard S']"
"Eckaus, Richard S",Richard S Eckaus,"['Eckaus, Richard S', 'Eckaus, Richard S.']"
"Grossman, Richard S",Richard S Grossman,"['Grossman, Richard S']"
"Higgins, Richard S",Richard S Higgins,"['Higgins, Richard S']"
"Krashevski, Richard S",Richard S Krashevski,"['Krashevski, Richard S']"
"Ruback, Richard S",Richard S Ruback,"['Ruback, Richard S', 'Ruback, Richard S', 'Ruback, Richard S.', 'Ruback, Richard']"
"Steinberg, Richard S",Richard S Steinberg,"['Steinberg, Richard S']"
"Woodward, Richard S",Richard S Woodward,"['Woodward, Richard S']"
Richard S. Hammett,Richard S. Hammett,['Richard S. Hammett']
Richard S. J. Tol,Richard S. J. Tol,['Richard S. J. Tol']
"Newfarmer, Richard S.",Richard S. Newfarmer,"['Newfarmer, Richard S.']"
"Rurback, Richard S.",Richard S. Rurback,"['Rurback, Richard S.']"
"Toikka, Richard S.",Richard S. Toikka,"['Toikka, Richard S.', 'Toikka, Richard S']"
Richard S. Wallace,Richard S. Wallace,['Richard S. Wallace']
"Warr, Richard S.",Richard S. Warr,"['Warr, Richard S.']"
"Sabot, Richard",Richard Sabot,"['Sabot, Richard', 'Richard Sabot']"
"Scheines, Richard",Richard Scheines,"['Scheines, Richard']"
Richard Schmalensee,Richard Schmalensee,"['Richard Schmalensee', 'Rchard Schmalensee', 'Schmalensee, Richard']"
"Schramm, Richard",Richard Schramm,"['Schramm, Richard']"
"Sias, Richard",Richard Sias,"['Sias, Richard']"
Richard Sicotte,Richard Sicotte,['Richard Sicotte']
"Simper, Richard",Richard Simper,"['Simper, Richard']"
Richard Sloan,Richard Sloan,['Richard Sloan']
"Smith, Richard",Richard Smith,"['Smith, Richard', 'Richard Smith']"
Richard Spady,Richard Spady,"['Richard Spady', 'Spady, Richard']"
"Spronk, Richard",Richard Spronk,"['Spronk, Richard']"
"Stanton, Richard",Richard Stanton,"['Stanton, Richard', 'Richard Stanton', 'Stanton, Richard']"
"Startz, Richard",Richard Startz,"['Startz, Richard', 'Richard Startz']"
"Startza, Richard",Richard Startza,"['Startza, Richard', 'Richard Startz']"
"Steinberg, Richard",Richard Steinberg,"['Steinberg, Richard']"
"Stone, Richard",Richard Stone,"['Stone, Richard', 'Richard Stone']"
"Stong, Richard",Richard Stong,"['Stong, Richard']"
"Stroup, Richard",Richard Stroup,"['Stroup, Richard']"
Richard Sutch,Richard Sutch,['Richard Sutch']
"Sutherland, Richard",Richard Sutherland,"['Sutherland, Richard']"
Richard Sylla,Richard Sylla,['Richard Sylla']
"Boylan, Richard T",Richard T Boylan,"['Boylan, Richard T', 'Boylan, Richard T.']"
"Carson, Richard T",Richard T Carson,"['Carson, Richard T', 'Richard T. Carson']"
"Freeman, Richard T",Richard T Freeman,"['Freeman, Richard T', 'Freeman, Richard B']"
"Rogers, Richard T",Richard T Rogers,"['Rogers, Richard T']"
"Shin, Richard T",Richard T Shin,"['Shin, Richard T']"
"Baillie, Richard T.",Richard T. Baillie,"['Baillie, Richard T.', 'Richard T. Baillie', 'Baillie, Richard T', 'Baillie, Richard T']"
"Bliss, Richard T.",Richard T. Bliss,"['Bliss, Richard T.']"
Richard T. Curtin,Richard T. Curtin,['Richard T. Curtin']
Richard T. Ely,Richard T. Ely,['Richard T. Ely']
"Froyen, Richard T.",Richard T. Froyen,"['Froyen, Richard T.', 'Froyen, Richard T', 'Richard T. Froyen']"
"Gretz, Richard T.",Richard T. Gretz,"['Gretz, Richard T.']"
Richard T. Holden,Richard T. Holden,['Richard T. Holden']
Richard T. Pratt,Richard T. Pratt,['Richard T. Pratt']
Richard T. Selden,Richard T. Selden,"['Richard T. Selden', 'Selden, Richard T', 'Selden, Richard T.']"
"Taffler, Richard",Richard Taffler,"['Taffler, Richard']"
Richard Thaler,Richard Thaler,"['Richard Thaler', 'Thaler, Richard']"
"Topol, Richard",Richard Topol,"['Topol, Richard']"
Richard U. Agesa,Richard U. Agesa,['Richard U. Agesa']
"Upward, Richard",Richard Upward,"['Upward, Richard']"
"Eastin, Richard V",Richard V Eastin,"['Eastin, Richard V']"
"Cooper, Richard V L",Richard V L Cooper,"['Cooper, Richard V L']"
Richard V. Burkhauser,Richard V. Burkhauser,"['Richard V. Burkhauser', 'Burkhauser, Richard V', 'Burkhauser, Richard V.']"
Richard Van Weelden,Richard Van Weelden,"['Richard Van Weelden', 'Van Weelden, Richard']"
Richard Voith,Richard Voith,['Richard Voith']
"Ault, Richard W",Richard W Ault,"['Ault, Richard W']"
"Blundell, Richard W",Richard W Blundell,"['Blundell, Richard W', 'Richard W. Blundell']"
"Hurd, Richard W",Richard W Hurd,"['Hurd, Richard W']"
"Johnson, Richard W",Richard W Johnson,"['Johnson, Richard W']"
"Judy, Richard W",Richard W Judy,"['Judy, Richard W']"
"Katz, Richard W",Richard W Katz,"['Katz, Richard W']"
"Kopcke, Richard W",Richard W Kopcke,"['Kopcke, Richard W']"
"Leftwich, Richard W",Richard W Leftwich,"['Leftwich, Richard W', 'Leftwich, Richard W.']"
"Lindholm, Richard W",Richard W Lindholm,"['Lindholm, Richard W', 'Richard W. Lindholm']"
"McEnally, Richard W",Richard W McEnally,"['McEnally, Richard W']"
"Olshavsky, Richard W",Richard W Olshavsky,"['Olshavsky, Richard W']"
"Parks, Richard W",Richard W Parks,"['Parks, Richard W', 'Parks, Richard W.']"
Richard W. Baker Jr.,Richard W. Baker Jr.,['Richard W. Baker Jr.']
"Carney, Richard W.",Richard W. Carney,"['Carney, Richard W.']"
Richard W. Sias,Richard W. Sias,"['Richard W. Sias', 'Sias, Richard W', 'Sias, Richard W.']"
"Stolz, Richard W.",Richard W. Stolz,"['Stolz, Richard W.']"
Richard W. Tresteail,Richard W. Tresteail,['Richard W. Tresteail']
Richard Ward,Richard Ward,['Richard Ward']
Richard Watt,Richard Watt,['Richard Watt']
"Ellson, Richard Wayne",Richard Wayne Ellson,"['Ellson, Richard Wayne']"
"Weber, Richard",Richard Weber,"['Weber, Richard']"
"Weisskoff, Richard",Richard Weisskoff,"['Weisskoff, Richard']"
Richard West,Richard West,['Richard West']
"Woodward, Richard",Richard Woodward,"['Woodward, Richard']"
"Wright, Richard",Richard Wright,"['Wright, Richard']"
"Chase, Richard X",Richard X Chase,"['Chase, Richard X']"
"Chen, Richard Y.",Richard Y. Chen,"['Chen, Richard Y.']"
"Ho, Richard Y.K.",Richard Y.K. Ho,"['Ho, Richard Y.K.']"
"Young, Richard",Richard Young,"['Young, Richard']"
"Zecher, Richard",Richard Zecher,"['Zecher, Richard']"
Richard Zeckhauser,Richard Zeckhauser,"['Richard Zeckhauser', 'Zeckhauser, Richard']"
RichardD. Barwell,RichardD. Barwell,['RichardD. Barwell']
"Mathews, Richmond D.",Richmond D. Mathews,"['Mathews, Richmond D.', 'Richmond D. Mathews']"
Richmond Mayo Smith,Richmond Mayo Smith,['Richmond Mayo Smith']
"Cooper, Rick A.",Rick A. Cooper,"['Cooper, Rick A.']"
"Antle, Rick",Rick Antle,"['Antle, Rick']"
Rick Audas,Rick Audas,['Rick Audas']
"Castanias, Rick",Rick Castanias,"['Castanias, Rick']"
Rick Geddes,Rick Geddes,['Rick Geddes']
Rick Harbaugh,Rick Harbaugh,"['Rick Harbaugh', 'Harbaugh, Rick']"
"van der Ploeg, Rick",Rick van der Ploeg,"['van der Ploeg, Rick']"
"Eriksson, Rickard",Rickard Eriksson,"['Eriksson, Rickard']"
"Kirkpatrick, Rickey C",Rickey C Kirkpatrick,"['Kirkpatrick, Rickey C']"
"Laraki, Rida",Rida Laraki,"['Laraki, Rida']"
"Wagenvoort, Rien J.L.M.",Rien J.L.M. Wagenvoort,"['Wagenvoort, Rien J.L.M.']"
"Wagenvoort, Rien",Rien Wagenvoort,"['Wagenvoort, Rien']"
"Galema, Rients",Rients Galema,"['Galema, Rients']"
Rigas Oikonomou,Rigas Oikonomou,['Rigas Oikonomou']
"Lopez, Rigoberto A.",Rigoberto A. Lopez,"['Lopez, Rigoberto A.']"
Rik Frehen,Rik Frehen,['Rik Frehen']
"Frehen, Rik G.P.",Rik G.P. Frehen,"['Frehen, Rik G.P.']"
Rik Pieters,Rik Pieters,['Rik Pieters']
"Sen, Rik",Rik Sen,"['Sen, Rik', 'Rik Sen']"
Rikard Forslid,Rikard Forslid,"['Rikard Forslid', 'Forslid, Rikard']"
Rikhil R. Bhavnani,Rikhil R. Bhavnani,['Rikhil R. Bhavnani']
"Turk Ariss, Rima",Rima Turk Ariss,"['Turk Ariss, Rima']"
"Bhattacharya, Rina",Rina Bhattacharya,"['Bhattacharya, Rina']"
"Rosenblatt-Wisch, Rina",Rina Rosenblatt-Wisch,"['Rosenblatt-Wisch, Rina']"
"Murgai, Rinku",Rinku Murgai,"['Murgai, Rinku', 'Rinku Murgai']"
"Harkema, Rins",Rins Harkema,"['Harkema, Rins', 'Harkema, Rinse']"
Ririn Purnamasari,Ririn Purnamasari,['Ririn Purnamasari']
"Heijmans, Risto D. H.",Risto D. H. Heijmans,"['Heijmans, Risto D. H.']"
"Karjalainen, Risto",Risto Karjalainen,"['Karjalainen, Risto']"
Rita Almeida,Rita Almeida,"['Rita Almeida', 'Almeida, Rita']"
"Butzer, Rita",Rita Butzer,"['Butzer, Rita']"
Rita Ginja,Rita Ginja,['Rita Ginja']
"Almeida, Rita K.",Rita K. Almeida,"['Almeida, Rita K.']"
"D'Ecclesia, Rita L.",Rita L. D'Ecclesia,"[""D'Ecclesia, Rita L.""]"
"Maldonado, Rita M",Rita M Maldonado,"['Maldonado, Rita M']"
"Rodriguez, Rita M",Rita M Rodriguez,"['Rodriguez, Rita M']"
"Maldonado-Bear, Rita",Rita Maldonado-Bear,"['Maldonado-Bear, Rita']"
Rita Ramalho,Rita Ramalho,['Rita Ramalho']
Rita Ricardo Campbell,Rita Ricardo Campbell,['Rita Ricardo Campbell']
Rita Santos,Rita Santos,['Rita Santos']
"Chaurey, Ritam",Ritam Chaurey,"['Chaurey, Ritam']"
"Campbell, Ritchie A",Ritchie A  Campbell,"['Campbell, Ritchie A']"
"Banerjee, Ritesh",Ritesh Banerjee,"['Banerjee, Ritesh']"
"Sen, Rituparna",Rituparna Sen,"['Sen, Rituparna']"
"Luukkonen, Ritva",Ritva Luukkonen,"['Luukkonen, Ritva']"
Ritva Reinikka,Ritva Reinikka,"['Ritva Reinikka', 'Reinikka, Ritva']"
"Kumpins, Ritvars",Ritvars Kumpins,"['Kumpins, Ritvars']"
"Banerjee, Ritwik",Ritwik Banerjee,"['Banerjee, Ritwik']"
Rivard Brian A.,Rivard Brian A.,['Rivard Brian A.']
"Zitikis, Ri?ardas",Ri?ardas Zitikis,"['Zitikis, Ri?ardas', 'Zitikis, Ricardas']"
Ro'i Zultan,Ro'i Zultan,"[""Ro'i Zultan"", 'Zultan, Ro?i', ""Zultan, Ro'i"", 'Zultan, Ro’i']"
"Ramer, Roald",Roald Ramer,"['Ramer, Roald']"
"Alessie, Rob",Rob Alessie,"['Alessie, Rob', 'Rob Alessie']"
Rob Bauer,Rob Bauer,"['Rob Bauer', 'Bauer, Rob']"
"Euwals, Rob",Rob Euwals,"['Euwals, Rob']"
Rob Gillezeau,Rob Gillezeau,['Rob Gillezeau']
Rob Goorbergh,Rob Goorbergh,['Rob Goorbergh']
Rob J.M. Alessie,Rob J.M. Alessie,['Rob J.M. Alessie']
Rob M.M.J. Bauer,Rob M.M.J. Bauer,['Rob M.M.J. Bauer']
"Nijskens, Rob",Rob Nijskens,"['Nijskens, Rob']"
Rob Rafael,Rob Rafael,['Rob Rafael']
Rob Roy McGregor,Rob Roy McGregor,['Rob Roy McGregor']
Rob Trevor,Rob Trevor,['Rob Trevor']
"Vos, Rob",Rob Vos,"['Vos, Rob']"
Robart C. Carr,Robart C. Carr,"['Robart C. Carr', 'Hobart C. Carr']"
Robb B. Rutledge,Robb B. Rutledge,['Robb B. Rutledge']
Robbert Maseland,Robbert Maseland,['Robbert Maseland']
"Bennin, Robert",Robert  Bennin,"['Bennin, Robert']"
"Comment, Robert",Robert  Comment,"['Comment, Robert', 'Comment, Robert']"
"Fernholz, Robert",Robert  Fernholz,"['Fernholz, Robert']"
"Forsythe, Robert",Robert  Forsythe,"['Forsythe, Robert', 'Forsythe, Robert', 'Robert Forsythe']"
"Gertner, Robert",Robert  Gertner,"['Gertner, Robert', 'Robert Gertner']"
"Geske, Robert",Robert  Geske,"['Geske, Robert', 'Geske, Robert']"
"Heinkel, Robert",Robert  Heinkel,"['Heinkel, Robert', 'Heinkel, Robert', 'Heinkel, Robert L']"
"McDonald, Robert",Robert  McDonald,"['McDonald, Robert', 'McDonald, Robert L', 'Robert McDonald']"
"Neal, Robert",Robert  Neal,"['Neal, Robert']"
"Shiller, Robert",Robert  Shiller,"['Shiller, Robert', 'Shiller, Robert J']"
"Trezevant, Robert",Robert  Trezevant,"['Trezevant, Robert']"
"Ariel, Robert A",Robert A  Ariel,"['Ariel, Robert A', 'Ariel, Robert A.']"
"Clark, Robert A",Robert A  Clark,"['Clark, Robert A', 'Clark, Robert A']"
"Ott, Robert A, Jr",Robert A  Ott,"['Ott, Robert A, Jr']"
"Abrams, Robert A",Robert A Abrams,"['Abrams, Robert A']"
"Becker, Robert A",Robert A Becker,"['Becker, Robert A', 'Becker, Robert A.', 'Robert A. Becker']"
"Driskill, Robert A",Robert A Driskill,"['Driskill, Robert A', 'Robert A. Driskill', 'Driskill, Robert A.']"
"Eisenbeis, Robert A",Robert A Eisenbeis,"['Eisenbeis, Robert A', 'Eisenbeis, Robert A.', 'Eisenbeis, Robert A']"
"Huttenback, Robert A",Robert A Huttenback,"['Huttenback, Robert A']"
"Jones, Robert A",Robert A Jones,"['Jones, Robert A', 'Robert A. Jones']"
"Leone, Robert A",Robert A Leone,"['Leone, Robert A']"
"Margo, Robert A",Robert A Margo,"['Margo, Robert A', 'Robert A. Margo', 'Margo, Robert A.']"
"McGuire, Robert A",Robert A McGuire,"['McGuire, Robert A']"
"Meyer, Robert A",Robert A Meyer,"['Meyer, Robert A', 'Meyer, Robert A, Jr', 'Meyer, Robert H', 'Robert A. Meyer']"
"Pari, Robert A",Robert A Pari,"['Pari, Robert A']"
"Pollak, Robert A",Robert A Pollak,"['Pollak, Robert A', 'Robert A. Pollak', 'Pollak, Robert A.']"
"Solo, Robert A",Robert A Solo,"['Solo, Robert A']"
"Strong, Robert A",Robert A Strong,"['Strong, Robert A']"
"Taggart, Robert A, Jr",Robert A Taggart,"['Taggart, Robert A, Jr', 'Taggart, Robert A', 'Taggart, Robert A, Jr']"
Robert A. Amano,Robert A. Amano,"['Robert A. Amano', 'Amano, Robert A.']"
"Androkovich, Robert A.",Robert A. Androkovich,"['Androkovich, Robert A.']"
Robert A. Baade,Robert A. Baade,['Robert A. Baade']
Robert A. Brady,Robert A. Brady,['Robert A. Brady']
Robert A. Buckle,Robert A. Buckle,['Robert A. Buckle']
"Collinge, Robert A.",Robert A. Collinge,"['Collinge, Robert A.', 'Collinge, Robert A']"
"Connolly, Robert A.",Robert A. Connolly,"['Connolly, Robert A.', 'Connolly, Robert A']"
"Hart, Robert A.",Robert A. Hart,"['Hart, Robert A.', 'Robert A. Hart', 'Hart, Robert A']"
"Haugen, Robert A.",Robert A. Haugen,"['Haugen, Robert A.', 'Robert A. Haugen', 'Haugen, Robert A', 'Haugen, Robert A']"
Robert A. J. Dur,Robert A. J. Dur,['Robert A. J. Dur']
Robert A. Jarrow,Robert A. Jarrow,"['Robert A. Jarrow', 'Jarrow, Robert A', 'Jarrow, Robert A.', 'Jarrow, Robert A']"
Robert A. Kavesh,Robert A. Kavesh,['Robert A. Kavesh']
Robert A. Korajczyk,Robert A. Korajczyk,"['Robert A. Korajczyk', 'Korajczyk, Robert A.', 'Korajczyk, Robert A']"
Robert A. Levy,Robert A. Levy,"['Robert A. Levy', 'Levy, Robert A']"
Robert A. Macdonald,Robert A. Macdonald,['Robert A. Macdonald']
"Miller, Robert A.",Robert A. Miller,"['Miller, Robert A.', 'Robert A. Miller', 'Miller, Robert B.', 'Miller, Robert A']"
"Moffitt, Robert A.",Robert A. Moffitt,"['Moffitt, Robert A.', 'Robert A. Moffitt', 'Moffitt, Robert A']"
"Mundell, Robert A.",Robert A. Mundell,"['Mundell, Robert A.', 'Robert A. Mundell', 'Mundell, Robert A']"
Robert A. Rennie,Robert A. Rennie,['Robert A. Rennie']
"Ritz, Robert A.",Robert A. Ritz,"['Ritz, Robert A.']"
Robert A. Schwartz,Robert A. Schwartz,"['Robert A. Schwartz', 'Schwartz, Robert A.', 'Schwartz, Robert A']"
Robert A. Shakotko,Robert A. Shakotko,['Robert A. Shakotko']
"Van Ness, Robert A.",Robert A. Van Ness,"['Van Ness, Robert A.']"
Robert A. Winters,Robert A. Winters,['Robert A. Winters']
"Wood, Robert A.",Robert A. Wood,"['Wood, Robert A.', 'Wood, Robert A', 'Wood, Robert O.', 'Robert A. Wood', 'Wood, Robert A']"
Robert A. Woods,Robert A. Woods,"['Robert A. Woods', 'Robert A. Wood']"
Robert A. Young,Robert A. Young,['Robert A. Young']
"Gordon, Robert Aaron",Robert Aaron Gordon,"['Gordon, Robert Aaron']"
Robert Ackland,Robert Ackland,['Robert Ackland']
Robert Akerlof,Robert Akerlof,['Robert Akerlof']
"Amano, Robert",Robert Amano,"['Amano, Robert']"
"Anderson, Robert",Robert Anderson,"['Anderson, Robert']"
"Archibald, Robert",Robert Archibald,"['Archibald, Robert']"
"Auerbach, Robert",Robert Auerbach,"['Auerbach, Robert']"
"Aumann, Robert",Robert Aumann,"['Aumann, Robert']"
"Axelrod, Robert",Robert Axelrod,"['Axelrod, Robert']"
Robert Axtell,Robert Axtell,['Robert Axtell']
"Ayanian, Robert",Robert Ayanian,"['Ayanian, Robert']"
"Barsky, Robert B",Robert B Barsky,"['Barsky, Robert B', 'Robert B. Barsky', 'Barsky, Robert B.']"
"Litterman, Robert B",Robert B Litterman,"['Litterman, Robert B']"
"Platt, Robert B",Robert B Platt,"['Platt, Robert B']"
"Shelton, Robert B",Robert B Shelton,"['Shelton, Robert B']"
"Avery, Robert B.",Robert B. Avery,"['Avery, Robert B.', 'Avery, Robert B', 'Robert B. Avery']"
Robert B. Ekelund,Robert B. Ekelund,"['Robert B. Ekelund', 'Ekelund, Robert B, Jr']"
Robert B. Ekelund Jr,Robert B. Ekelund Jr,['Robert B. Ekelund Jr']
Robert B. McKersie,Robert B. McKersie,['Robert B. McKersie']
Robert B. Pettengill,Robert B. Pettengill,['Robert B. Pettengill']
Robert B. Rivel,Robert B. Rivel,['Robert B. Rivel']
"Schnabel, Robert B.",Robert B. Schnabel,"['Schnabel, Robert B.']"
